名称,住所,lat,lng,coordinate_precision,区市町村,area_tag,toiletType,出典URL,備考
中葛西五丁目児童遊園 トイレ,東京都江戸川区中葛西5-2-11,,,unknown,江戸川区,中葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
中葛西八丁目児童遊園 トイレ,東京都江戸川区中葛西8-13-11,,,unknown,江戸川区,中葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
二之江さくら公園 トイレ,東京都江戸川区二之江町1371,,,unknown,江戸川区,江戸川区,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
二之江ひまわり公園 トイレ,東京都江戸川区春江町5-27-1,,,unknown,江戸川区,春江町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
二反割公園 トイレ,東京都江戸川区中葛西4-11-1,,,unknown,江戸川区,中葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
五之割公園 トイレ,東京都江戸川区西葛西3-21-2,,,unknown,江戸川区,西葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
五分一にまつ公園 トイレ,東京都江戸川区松島2-16-20,,,unknown,江戸川区,松島,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
五分一児童遊園 トイレ,東京都江戸川区松島1-9-22,,,unknown,江戸川区,松島,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
五北さくら公園 トイレ,東京都江戸川区大杉4-22-13,,,unknown,江戸川区,大杉,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
京成小岩駅前 トイレ,東京都江戸川区北小岩6-13,,,unknown,江戸川区,北小岩,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
今井北児童遊園 トイレ,東京都江戸川区江戸川3-49,,,unknown,江戸川区,江戸川,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
仲割川遊歩道 トイレ,東京都江戸川区東葛西8-1,,,unknown,江戸川区,東葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
仲町公園 トイレ,東京都江戸川区東葛西6-12-1,,,unknown,江戸川区,東葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
八石公園 トイレ,東京都江戸川区春江町1-3-1,,,unknown,江戸川区,春江町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
前津公園 トイレ,東京都江戸川区東葛西4-48-1,,,unknown,江戸川区,東葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
前野公園 トイレ,東京都江戸川区東篠崎2-1-3,,,unknown,江戸川区,東篠崎,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
北小岩かえで公園 トイレ,東京都江戸川区北小岩6-41-7,,,unknown,江戸川区,北小岩,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
北小岩一丁目児童遊園 トイレ,東京都江戸川区北小岩1-14-12,,,unknown,江戸川区,北小岩,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
北小岩七丁目児童遊園 トイレ,東京都江戸川区北小岩7-28-19,,,unknown,江戸川区,北小岩,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
松江六丁目第二児童遊園 トイレ,東京都江戸川区松江6-11-18,,,unknown,江戸川区,松江,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
松江四丁目児童遊園 トイレ,東京都江戸川区松江4-2-17,,,unknown,江戸川区,松江,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
松江東児童遊園 トイレ,東京都江戸川区松江7-18-9,,,unknown,江戸川区,松江,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
松江橋手洗所 トイレ,東京都江戸川区東小松川1-1,,,unknown,江戸川区,東小松川,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
桑川公園 トイレ,東京都江戸川区東葛西1-27,,,unknown,江戸川区,東葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
桑川第二児童遊園 トイレ,東京都江戸川区東葛西1-5-3,,,unknown,江戸川区,東葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
椿ひがし公園 トイレ,東京都江戸川区瑞江3-22-1,,,unknown,江戸川区,瑞江,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
水辺のスポーツガーデン 北 トイレ,東京都江戸川区東篠崎2-3先,,,unknown,江戸川区,東篠崎,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
江上しらさぎ公園 トイレ,東京都江戸川区西一之江2-1-5,,,unknown,江戸川区,西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
江戸川一丁目児童遊園 トイレ,東京都江戸川区江戸川1-35-9,,,unknown,江戸川区,江戸川,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
江戸川一丁目公園 トイレ,東京都江戸川区江戸川1-30-18,,,unknown,江戸川区,江戸川,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
江戸川一丁目南公園 トイレ,東京都江戸川区江戸川1-8-5,,,unknown,江戸川区,江戸川,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
江戸川一丁目東公園 トイレ,東京都江戸川区江戸川1-6-22,,,unknown,江戸川区,江戸川,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
江戸川一丁目第二児童遊園 トイレ,東京都江戸川区江戸川1-42-10,,,unknown,江戸川区,江戸川,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
江戸川三丁目児童遊園 トイレ,東京都江戸川区江戸川3-24,,,unknown,江戸川区,江戸川,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
江戸川三丁目第二児童遊園 トイレ,東京都江戸川区江戸川3-28-1,,,unknown,江戸川区,江戸川,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
江戸川中央公園 トイレ,東京都江戸川区江戸川1-9-32,,,unknown,江戸川区,江戸川,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
江戸川二丁目児童遊園 トイレ,東京都江戸川区江戸川2-20-2,,,unknown,江戸川区,江戸川,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
江戸川二丁目広場 トイレ,東京都江戸川区江戸川2-29-4,,,unknown,江戸川区,江戸川,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
江戸川五丁目公園 トイレ,東京都江戸川区江戸川5-40-4,,,unknown,江戸川区,江戸川,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
清新町二丁目児童遊園 トイレ,東京都江戸川区清新町2-2-7,,,unknown,江戸川区,清新町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
清新町北緑地 トイレ,東京都江戸川区清新町1-5-33外2,,,unknown,江戸川区,清新町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
清新町第１ トイレ,東京都江戸川区清新町1-3,,,unknown,江戸川区,清新町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
清新町第２ トイレ,東京都江戸川区清新町1-2,,,unknown,江戸川区,清新町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
瀬戸口公園 トイレ,東京都江戸川区新堀1-5-1,,,unknown,江戸川区,新堀,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
片山公園 トイレ,東京都江戸川区南小岩8-8-25,,,unknown,江戸川区,南小岩,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
船堀公園 トイレ,東京都江戸川区船堀1-1-72,,,unknown,江戸川区,船堀,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
船堀六丁目児童遊園 トイレ,東京都江戸川区船堀6-5-5,,,unknown,江戸川区,船堀,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
船堀南公園 トイレ,東京都江戸川区船堀3-3-7,,,unknown,江戸川区,船堀,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
船堀駅前 トイレ,東京都江戸川区船堀3-6-1,,,unknown,江戸川区,船堀,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
葛西東公園 トイレ,東京都江戸川区東葛西5-26-1,,,unknown,江戸川区,東葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
葛西駅東口 トイレ,東京都江戸川区東葛西6-3,,,unknown,江戸川区,東葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
葛西駅西口 トイレ,東京都江戸川区中葛西5-43-20,,,unknown,江戸川区,中葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
行船公園 西 トイレ,東京都江戸川区北葛西3-2-1,,,unknown,江戸川区,北葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
西一之江さくら公園 トイレ,東京都江戸川区西一之江1-6-14,,,unknown,江戸川区,西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
西一之江三丁目児童遊園 トイレ,東京都江戸川区西一之江3-17-12,,,unknown,江戸川区,西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
西一之江四丁目公園 トイレ,東京都江戸川区西一之江4-1-3,,,unknown,江戸川区,西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
西一之江香取児童遊園 トイレ,東京都江戸川区西一之江3-35-22,,,unknown,江戸川区,西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
西小岩一丁目公園 トイレ,東京都江戸川区西小岩1-2-5,,,unknown,江戸川区,西小岩,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
西小岩三丁目児童遊園 トイレ,東京都江戸川区西小岩3-36-19,,,unknown,江戸川区,西小岩,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
西小岩二丁目児童遊園 トイレ,東京都江戸川区西小岩2-19-23,,,unknown,江戸川区,西小岩,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
西小岩公園 トイレ,東京都江戸川区西小岩4-13-10,,,unknown,江戸川区,西小岩,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
西小岩四丁目児童遊園 トイレ,東京都江戸川区西小岩4-5-17,,,unknown,江戸川区,西小岩,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
西篠崎さくら公園 トイレ,東京都江戸川区西篠崎2-6-1,,,unknown,江戸川区,西篠崎,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
西船堀公園 トイレ,東京都江戸川区船堀2-7-14,,,unknown,江戸川区,船堀,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
西葛西三丁目児童遊園 トイレ,東京都江戸川区西葛西3-3-4,,,unknown,江戸川区,西葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
西葛西二丁目第二児童遊園 トイレ,東京都江戸川区西葛西2-22-11,,,unknown,江戸川区,西葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
西葛西五丁目児童遊園 トイレ,東京都江戸川区西葛西5-10-26,,,unknown,江戸川区,西葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
西葛西四丁目児童遊園 トイレ,東京都江戸川区西葛西4-1-15,,,unknown,江戸川区,西葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
西葛西緑の丘児童遊園 トイレ,東京都江戸川区西葛西3-9-9,,,unknown,江戸川区,西葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
西葛西駅前 トイレ,東京都江戸川区西葛西5-1,,,unknown,江戸川区,西葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
谷河内テニスコート広場 トイレ,東京都江戸川区谷河内2-9-19,,,unknown,江戸川区,谷河内,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
谷河内みなみ公園 トイレ,東京都江戸川区瑞江1-30-3,,,unknown,江戸川区,瑞江,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
谷河内一丁目広場 トイレ,東京都江戸川区篠崎町8-8-4,,,unknown,江戸川区,篠崎町,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
谷河内広場 トイレ,東京都江戸川区谷河内2-7-1,,,unknown,江戸川区,谷河内,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
貞明児童遊園 トイレ,東京都江戸川区松江7-12-1,,,unknown,江戸川区,松江,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
辰巳新橋東橋詰広場 トイレ,東京都江戸川区南小岩6-1,,,unknown,江戸川区,南小岩,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
逆井公園 トイレ,東京都江戸川区平井1-24-6,,,unknown,江戸川区,平井,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
鎗前児童遊園 トイレ,東京都江戸川区江戸川6-31-14,,,unknown,江戸川区,江戸川,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
長島一号公園 トイレ,東京都江戸川区中葛西3-21-1,,,unknown,江戸川区,中葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
長島児童遊園 トイレ,東京都江戸川区東葛西3-12-1,,,unknown,江戸川区,東葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
長島東公園 トイレ,東京都江戸川区東葛西5-47-16,,,unknown,江戸川区,東葛西,公衆トイレ,https://catalog.data.metro.tokyo.lg.jp/dataset/t131237d0000000257,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
あらやしき公園 トイレ,東京都西東京市下保谷四丁目8,,,unknown,西東京市,下保谷,公衆トイレ,https://www.opendata.metro.tokyo.lg.jp/nishitokyo/132292_public_toilet.xlsx,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
しじゅうから公園 トイレ,東京都西東京市柳沢一丁目14,,,unknown,西東京市,柳沢,公衆トイレ,https://www.opendata.metro.tokyo.lg.jp/nishitokyo/132292_public_toilet.xlsx,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
はなみずき公園 トイレ,東京都西東京市ひばりが丘二丁目2,,,unknown,西東京市,ひばりが丘,公衆トイレ,https://www.opendata.metro.tokyo.lg.jp/nishitokyo/132292_public_toilet.xlsx,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
ひばりが丘公園 トイレ,東京都西東京市ひばりが丘一丁目2,,,unknown,西東京市,ひばりが丘,公衆トイレ,https://www.opendata.metro.tokyo.lg.jp/nishitokyo/132292_public_toilet.xlsx,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
ひばりが丘北わんぱく公園 トイレ,東京都西東京市ひばりが丘北二丁目2,,,unknown,西東京市,ひばりが丘北,公衆トイレ,https://www.opendata.metro.tokyo.lg.jp/nishitokyo/132292_public_toilet.xlsx,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
むくのき公園 トイレ,東京都西東京市柳沢二丁目3,,,unknown,西東京市,柳沢,公衆トイレ,https://www.opendata.metro.tokyo.lg.jp/nishitokyo/132292_public_toilet.xlsx,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
下保谷森林公園 トイレ,東京都西東京市下保谷三丁目12,,,unknown,西東京市,下保谷,公衆トイレ,https://www.opendata.metro.tokyo.lg.jp/nishitokyo/132292_public_toilet.xlsx,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
保谷駅南口公衆トイレ,東京都西東京市東町三丁目14,,,unknown,西東京市,東町,公衆トイレ,https://www.opendata.metro.tokyo.lg.jp/nishitokyo/132292_public_toilet.xlsx,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
向台公園 トイレ,東京都西東京市向台町二丁目5,,,unknown,西東京市,向台町,公衆トイレ,https://www.opendata.metro.tokyo.lg.jp/nishitokyo/132292_public_toilet.xlsx,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
文理台公園 トイレ,東京都西東京市東町一丁目4,,,unknown,西東京市,東町,公衆トイレ,https://www.opendata.metro.tokyo.lg.jp/nishitokyo/132292_public_toilet.xlsx,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
柳沢せせらぎ公園 トイレ,東京都西東京市柳沢六丁目4,,,unknown,西東京市,柳沢,公衆トイレ,https://www.opendata.metro.tokyo.lg.jp/nishitokyo/132292_public_toilet.xlsx,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
泉小わくわく公園 トイレ,東京都西東京市泉町三丁目6,,,unknown,西東京市,泉町,公衆トイレ,https://www.opendata.metro.tokyo.lg.jp/nishitokyo/132292_public_toilet.xlsx,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
田無市民公園 トイレ,東京都西東京市向台町五丁目4,,,unknown,西東京市,向台町,公衆トイレ,https://www.opendata.metro.tokyo.lg.jp/nishitokyo/132292_public_toilet.xlsx,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
田無駅北口公衆トイレ,東京都西東京市田無町二丁目1,,,unknown,西東京市,田無町,公衆トイレ,https://www.opendata.metro.tokyo.lg.jp/nishitokyo/132292_public_toilet.xlsx,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
西原自然公園 トイレ,東京都西東京市西原町四丁目5,,,unknown,西東京市,西原町,公衆トイレ,https://www.opendata.metro.tokyo.lg.jp/nishitokyo/132292_public_toilet.xlsx,自治体公式オープンデータ収録。名称・住所を一次データ由来候補として整備。座標は公式値を確認できないため推測せずnull。
