名称,住所,lat,lng,coordinate_precision,区市町村,area_tag,toiletType,出典URL,備考
町屋七丁目児童遊園トイレ,東京都荒川区町屋7-19-8,,,unknown,荒川区,町屋地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
荒木田公園トイレ,東京都荒川区町屋7-4-5,,,unknown,荒川区,町屋地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
町屋七丁目北児童遊園トイレ,東京都荒川区町屋7-5-8,,,unknown,荒川区,町屋地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
東尾久一丁目児童遊園トイレ,東京都荒川区東尾久1-24-21,,,unknown,荒川区,東尾久地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
東尾久三丁目北児童遊園トイレ,東京都荒川区東尾久3-18-4,,,unknown,荒川区,東尾久地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
東尾久上児童遊園トイレ,東京都荒川区東尾久4-24-10,,,unknown,荒川区,東尾久地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
尾久第一児童遊園トイレ,東京都荒川区東尾久4-45-3,,,unknown,荒川区,東尾久地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
東尾久五丁目南児童遊園トイレ,東京都荒川区東尾久5-28-3,,,unknown,荒川区,東尾久地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
尾久第四児童遊園トイレ,東京都荒川区東尾久6-21-2,,,unknown,荒川区,東尾久地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
尾久小公園トイレ,東京都荒川区東尾久6-42-6,,,unknown,荒川区,東尾久地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
尾久第三児童遊園トイレ,東京都荒川区東尾久6-5-10,,,unknown,荒川区,東尾久地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
熊野前公園トイレ,東京都荒川区東尾久8-1-1,,,unknown,荒川区,東尾久地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
尾久橋通り高架下トイレ,東京都荒川区東尾久8-7-11,,,unknown,荒川区,東尾久地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
宮前公園（第一期）トイレ,東京都荒川区東尾久8-45-22,,,unknown,荒川区,東尾久地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
宮前公園（第二期）トイレ,東京都荒川区東尾久8-45-22,,,unknown,荒川区,東尾久地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
西尾久一丁目児童遊園トイレ,東京都荒川区西尾久1-26-7,,,unknown,荒川区,西尾久地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
尾久八幡公園トイレ,東京都荒川区西尾久3-6-4,,,unknown,荒川区,西尾久地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
西尾久四丁目北公園トイレ,東京都荒川区西尾久4-12-6,,,unknown,荒川区,西尾久地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
西尾久四丁目公園トイレ,東京都荒川区西尾久4-6-3,,,unknown,荒川区,西尾久地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
西尾久五丁目児童遊園トイレ,東京都荒川区西尾久5-5-11,,,unknown,荒川区,西尾久地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
荒川遊園B地区トイレ（荒川遊園駐輪場内）,東京都荒川区西尾久8-10-1,,,unknown,荒川区,西尾久地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
荒川遊園C地区トイレ（荒川遊園前交番横）,東京都荒川区西尾久8-1-1,,,unknown,荒川区,西尾久地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
西尾久七丁目児童遊園トイレ,東京都荒川区西尾久7-16-9,,,unknown,荒川区,西尾久地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
西尾久八丁目児童遊園トイレ,東京都荒川区西尾久8-12-8,,,unknown,荒川区,西尾久地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
東日暮里一丁目公園トイレ,東京都荒川区東日暮里1-17-22,,,unknown,荒川区,東日暮里地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
日暮里公園トイレ,東京都荒川区東日暮里3-11-10,,,unknown,荒川区,東日暮里地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
日暮里南公園トイレ,東京都荒川区東日暮里5-19-1,,,unknown,荒川区,東日暮里地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
小鳩児童遊園トイレ,東京都荒川区西日暮里1-17-5,,,unknown,荒川区,西日暮里地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
真土公園トイレ,東京都荒川区西日暮里1-26-9,,,unknown,荒川区,西日暮里地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
西日暮里一丁目広場トイレ,東京都荒川区西日暮里1-6-20,,,unknown,荒川区,西日暮里地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
日暮里駅東口トイレ,東京都荒川区西日暮里2-19-1,,,unknown,荒川区,西日暮里地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
日暮里駅西口トイレ,東京都荒川区西日暮里2-19-11,,,unknown,荒川区,西日暮里地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
諏方神社境内トイレ,東京都荒川区西日暮里3-4-8,,,unknown,荒川区,西日暮里地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
西日暮里公園トイレ,東京都荒川区西日暮里3-5-5,,,unknown,荒川区,西日暮里地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
西日暮里駅前トイレ,東京都荒川区西日暮里5-38-2,,,unknown,荒川区,西日暮里地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
西日暮里六丁目公園トイレ,東京都荒川区西日暮里6-11-2,,,unknown,荒川区,西日暮里地区,公衆トイレ,https://www.city.arakawa.tokyo.jp/a043/shisetsuannai/koukyoushisetsu/koushuutoire001.html,自治体公式一次情報で監査済み。座標は公式確認済みのみ採用し、未確認はnull。
新京橋際,東京都中央区京橋三丁目11番8号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
京橋際,東京都中央区銀座一丁目2番4号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
水谷橋公園内,東京都中央区銀座一丁目12番6号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
元豊玉橋際,東京都中央区銀座二丁目9番10号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
亀井橋際,東京都中央区銀座二丁目16番8号先,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
数寄屋橋公園内,東京都中央区銀座五丁目1番1号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
元木挽橋際,東京都中央区銀座六丁目13番2号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
出雲橋際,東京都中央区銀座七丁目12番9号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
元八通八橋際,東京都中央区銀座八丁目11番8号先,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
桜川公園内,東京都中央区入船一丁目1番1号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
鉄砲洲児童公園内,東京都中央区湊一丁目5番1号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
築地川公園内北側,東京都中央区明石町1番34号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
佃大橋西詰,東京都中央区明石町6番9号先,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
築地川公園内,東京都中央区明石町10番2号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
祝橋公園内,東京都中央区築地一丁目11番13号先,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
築地二丁目,東京都中央区築地二丁目13番7号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
市場橋公園内,東京都中央区築地四丁目15番2号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
中央市場脇,東京都中央区築地五丁目2番1号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
門跡橋東,東京都中央区築地六丁目1番11号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
はとば公園内,東京都中央区築地六丁目19番24号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
勝鬨橋西詰,東京都中央区築地六丁目20番10号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
あかつき公園内西側,東京都中央区築地七丁目19番2号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
元備前橋際,東京都中央区築地七丁目5番16号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
元南明橋際,東京都中央区築地七丁目19番1号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
久安橋際,東京都中央区八丁堀二丁目1番1号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
湊橋際,東京都中央区新川一丁目1番1号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
霊岸橋際,東京都中央区新川一丁目3番1号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
越前堀児童公園内,東京都中央区新川一丁目12番1号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
東新川橋際,東京都中央区新川一丁目25番9号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
新川公園内,東京都中央区新川一丁目31番1号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
亀島橋際,東京都中央区新川二丁目9番1号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
高橋際,東京都中央区新川二丁目9番13号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
常盤公園内,東京都中央区日本橋本石町四丁目4番3号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
江戸桜通り地下,東京都中央区日本橋室町一丁目5番7号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
日本橋際,東京都中央区日本橋室町一丁目8番1号先,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
江戸橋際（休止中）,東京都中央区日本橋本町一丁目10番1号先,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
堀留児童公園内,東京都中央区日本橋堀留町一丁目1番16号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
十思公園内,東京都中央区日本橋小伝馬町5番2号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
鎧橋際,東京都中央区日本橋小網町8番1号先,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
小網町二丁目,東京都中央区日本橋小網町9番1号先,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
蛎殻町公園内,東京都中央区日本橋蛎殻町二丁目10番6号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
箱崎川第二公園内,東京都中央区日本橋箱崎町3番1号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
箱崎公園内,東京都中央区日本橋箱崎町18番18号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
隅田川大橋際,東京都中央区日本橋箱崎町19番35号先,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
豊海橋際,東京都中央区日本橋箱崎町19番1号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
箱崎町,東京都中央区日本橋箱崎町22番7号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
左衛門橋際,東京都中央区日本橋馬喰町二丁目7番17号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
千代田公園内,東京都中央区東日本橋一丁目10番2号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
東日本橋児童遊園内,東京都中央区東日本橋三丁目11番3号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
久松児童公園内,東京都中央区日本橋久松町1番1号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
浜町緑道内,東京都中央区日本橋人形町二丁目36番12号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
浜町公園内西側,東京都中央区日本橋浜町二丁目59番1号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
浜町公園内南側（休止中）,東京都中央区日本橋浜町二丁目59番1号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
菖蒲橋際,東京都中央区日本橋浜町三丁目17番9号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
あやめ第一公園内,東京都中央区日本橋中洲14番1号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
西河岸橋際,東京都中央区八重洲一丁目1番1号先,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
海運橋際,東京都中央区日本橋一丁目21番7号先,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
茅場橋際,東京都中央区日本橋茅場町一丁目14番15号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
新亀島橋際,東京都中央区日本橋茅場町二丁目17番1号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
坂本町公園内,東京都中央区日本橋兜町15番2号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
新場橋際,東京都中央区日本橋兜町18番1号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
佃渡跡,東京都中央区佃一丁目3番14号先,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
佃大橋東,東京都中央区佃一丁目8番10号先,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
佃小橋際,東京都中央区佃一丁目10番11号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
佃公園内,東京都中央区佃一丁目11番4号,,,unknown,中央区,中央区,公衆トイレ,https://www.city.chuo.lg.jp/a0037/machizukuri/kouenryokka/kouen/kosyubenzyo.html,中央区公式公衆トイレ情報由来。公式座標を確認できないため推測せずnull。
